もちろん	もちろん	adv
イベント	イベント	n
システム	システム	n
一般	いっぱん	n
件	けん	n
攻撃	こうげき	vs
無	む	n
自身	じしん	n
部分	ぶぶん	n
電話	でんわ	vs
ちゃんと	ちゃんと	vs
ニュース	ニュース	n
マジ	まじ	adj-na
予定	よてい	vs
全員	ぜんいん	n
口	くち	n
愛	あい	n
戦争	せんそう	vs
明日	あした	n
登録	とうろく	vs
確か	たしか	adj-na
紹介	しょうかい	vs
良く	よく	adv
花	はな	n
すべて	すべて	n
号	ごう	n
機能	きのう	vs
計画	けいかく	vs
設定	せってい	vs
調査	ちょうさ	vs
重要	じゅうよう	adj-na
かわいい	かわいい	adj-i
これから	これから	n
なきゃ	なきゃ	exp
に対して	にたいして	exp
チーム	チーム	n
人生	じんせい	n
使う	つかう	v5u
員	いん	n
形	かた	n
昔	むかし	n
朝	ちょう	n
来る	くる	vk
生き	いき	n
目的	もくてき	n
自由	じゆう	n
記事	きじ	n
過ぎ	すぎ	n
開始	かいし	vs
開発	かいはつ	vs
際	きわ	n
地	じ	n
家族	かぞく	n
影響	えいきょう	n
政府	せいふ	n
男性	だんせい	n
部屋	へや	n
限定	げんてい	vs
韓国	かんこく	n
にとって	にとって	exp
やっぱり	やっぱり	adv
地域	ちいき	n
基本	きほん	n
夏	なつ	n
姿	すがた	n
期間	きかん	n
注意	ちゅうい	vs
率	りつ	n
管理	かんり	vs
英語	えいご	n
街	がい	n
だから	だから	conj
カード	カード	n
大学	だいがく	n
室	しつ	n
強い	つよい	adj-i
撮影	さつえい	vs
質問	しつもん	vs
長	ちょう	n
やすい	やすい	adj-i
以前	いぜん	n
安全	あんぜん	n
戦	いくさ	n
決定	けってい	vs
為	ため	n
王	おう	n
見える	みえる	v1
記念	きねん	vs
足	あし	n
軍	ぐん	n
連絡	れんらく	vs
エロ	エロ	adj-na
シリーズ	シリーズ	n
ライブ	ライブ	n
以下	いか	n
入り	いり	n
公式	こうしき	n
大きな	おおきな	
大事	だいじ	adj-na
毎日	まいにち	n
終了	しゅうりょう	vs
違い	ちがい	n
音楽	おんがく	n
ほとんど	ほとんど	n
まとめ	まとめ	n
アプリ	アプリ	n
マン	マン	n
モデル	モデル	n
個	こ	ctr
効果	こうか	n
寝	ね	n
政治	せいじ	n
書	しょ	n
期待	きたい	vs
病院	びょういん	n
着	ちゃく	ctr
結構	けっこう	adj-na
行動	こうどう	vs
過去	かこ	n
あまり	あまり	n
こっち	こっち	adv
期	き	n
歴史	れきし	n
派	は	n
米	メートル	n
線	せん	n
覚え	おぼえ	n
話し	はなし	n
こいつ	こいつ	pn
において	において	exp
イメージ	イメージ	vs
バカ	ばか	n
レベル	レベル	n
一部	いちぶ	adv
台	だい	n
実は	じつは	exp
最終	さいしゅう	n
楽しみ	たのしみ	adj-na
海外	かいがい	n
犬	いぬ	n
考える	かんがえる	v1
評価	ひょうか	vs
警察	けいさつ	n
追加	ついか	vs
選手	せんしゅ	n
関連	かんれん	vs
っていう	っていう	conj
わかり	わかり	n
クソ	くそ	int
サービス	サービス	vs
作る	つくる	v5r
光	ひかり	n
全く	まったく	adv
全国	ぜんこく	n
希望	きぼう	vs
怖い	こわい	adj-i
教育	きょういく	vs
母	はは	n
海	うみ	n
特別	とくべつ	adj-na
番組	ばんぐみ	n
週間	しゅうかん	n
面白い	おもしろい	adj-i
いただき	いただき	n
じゃあ	じゃあ	conj
その後	そのあと	exp
なんで	なんで	adv
デザイン	デザイン	vs
主	ぬし	n
事故	じこ	n
事業	じぎょう	n
付け	つけ	n
全然	ぜんぜん	adv
千	せん	
環境	かんきょう	n
社	しゃ	n
経済	けいざい	n
議員	ぎいん	n
近く	ちかく	n
つまり	つまり	adv
データ	データ	n
ファン	ファン	n
メール	メール	vs
リンク	リンク	vs
ヶ月	かげつ	ctr
変え	かえ	n
嫌	いや	adj-na
専門	せんもん	n
成功	せいこう	vs
持つ	もつ	v5t
文化	ぶんか	n
映像	えいぞう	n
検索	けんさく	vs
死ぬ	しぬ	v5n
父	ちち	n
発見	はっけん	vs
与え	あたえ	n
主義	しゅぎ	n
出演	しゅつえん	vs
協力	きょうりょく	vs
品	しな	n
嘘	うそ	n
最大	さいだい	n
本当	ほんとう	n
程度	ていど	n
色々	いろいろ	adj-na
落ち	おち	n
逆	ぎゃく	n
量	りょう	n
プロ	プロ	n
メンバー	メンバー	n
今年	ことし	n
代表	だいひょう	vs
変更	へんこう	vs
多分	たぶん	adv
契約	けいやく	vs
心配	しんぱい	vs
敵	かたき	n
昨日	きのう	n
猫	ねこ	n
生まれ	うまれ	n
発生	はっせい	vs
組	くみ	n
経験	けいけん	vs
絵	え	n
興味	きょうみ	n
話題	わだい	n
責任	せきにん	n
酒	さけ	n
限り	かぎり	n
難しい	むずかしい	adj-i
バス	バス	n
ブログ	ブログ	n
ポイント	ポイント	vs
元気	げんき	adj-na
入る	はいる	v5r
可愛い	かわいい	adj-i
商品	しょうひん	n
対象	たいしょう	n
小	しょう	n
年間	ねんかん	n
支援	しえん	vs
残念	ざんねん	adj-na
決め	きめ	n
白	はく	n
百	ひゃく	
終わり	おわり	n
被害	ひがい	n
試し	ためし	n
語	ご	n
運転	うんてん	vs
選挙	せんきょ	vs
非常	ひじょう	n
面	めん	n
々	のま	
に対する	にたいする	exp
タイプ	タイプ	n
企画	きかく	vs
使い	つかい	n
億	おく	
勉強	べんきょう	vs
報告	ほうこく	vs
彼ら	かれら	pn
星	ほし	n
服	ふく	n
流れ	ながれ	n
移動	いどう	vs
行う	おこなう	v5u
表示	ひょうじ	vs
記録	きろく	n
間違い	まちがい	n
すごく	すごく	adv
スポーツ	スポーツ	n
チェック	チェック	n
全体	ぜんたい	n
変	へん	adj-na
妻	つま	n
嫌い	きらい	adj-na
文字	もじ	n
施設	しせつ	vs
最も	もっとも	adv
楽しい	たのしい	adj-i
秒	びょう	n
笑	わら	exp
能力	のうりょく	n
観	かん	n
訳	わけ	n
誕生	たんじょう	vs
運動	うんどう	vs
配信	はいしん	vs
その他	そのほか	exp
つもり	つもり	n
とりあえず	とりあえず	adv
なかなか	なかなか	adv
一方	いっぽう	n
価値	かち	n
保護	ほご	vs
倍	ばい	n
官	つかさ	n
意識	いしき	vs
感じる	かんじる	v1
木	き	n
権	けん	n
詳細	しょうさい	n
認め	みとめ	n
調べ	しらべ	n
黒	くろ	n
こういう	こういう	
作り	つくり	n
周	しゅう	n
味	あじ	n
失敗	しっぱい	vs
展開	てんかい	vs
山	やま	n
担当	たんとう	vs
提供	ていきょう	vs
時期	じき	n
気分	きぶん	n
求め	もとめ	n
答え	こたえ	n
精神	せいしん	n
組織	そしき	vs
買う	かう	v5u
飲み	のみ	n
高校	こうこう	n
しっかり	しっかり	vs
そのまま	そのまま	adv
それぞれ	それぞれ	n
タイトル	タイトル	n
中心	ちゅうしん	n
交換	こうかん	vs
割	わり	n
原因	げんいん	vs
大人	たいじん	n
嬉しい	うれしい	adj-i
学生	がくしょう	n
安心	あんしん	vs
幸せ	しあわせ	n
投稿	とうこう	vs
歌	うた	n
死	し	n
薬	くすり	n
表現	ひょうげん	vs
解決	かいけつ	vs
運営	うんえい	vs
いろいろ	いろいろ	adj-na
ごめん	ごめん	int
しかも	しかも	conj
そんなに	そんなに	adv
キャラ	キャラ	n
例	れい	n
危険	きけん	n
右	みぎ	n
営業	えいぎょう	vs
当時	とうじ	n
感謝	かんしゃ	vs
料理	りょうり	vs
日本人	にほんじん	n
自然	しぜん	n
きっと	きっと	adv
カメラ	カメラ	n
グループ	グループ	n
セット	セット	vs
ネタ	ねた	n
事実	じじつ	adv
出す	だす	v5s
判断	はんだん	vs
動物	どうぶつ	n
国内	こくない	n
大会	たいかい	n
大好き	だいすき	adj-na
巻	まき	n
師	し	n
想像	そうぞう	vs
春	はる	n
未	ひつじ	n
準備	じゅんび	vs
自動	じどう	n
記憶	きおく	vs
試合	しあい	vs
身	み	n
どっち	どっち	pn
ページ	ページ	n
今度	こんど	n
分かる	わかる	v5r
労働	ろうどう	vs
大きく	おおきく	adv
大切	たいせつ	adj-na
居	い	n
未来	みらい	n
沖縄	おきなわ	n
現実	げんじつ	n
用意	ようい	vs
科学	かがく	n
種	たね	n
結局	けっきょく	adv
美	び	n
親	おや	n
アップ	アップ	vs
ガン	ガン	n
ドラマ	ドラマ	n
上げ	あげ	n
予約	よやく	vs
仲間	なかま	n
位置	いち	vs
作	さく	n
印象	いんしょう	vs
反応	はんのう	vs
少ない	すくない	adj-i
島	しま	n
日本語	にほんご	n
本人	ほんにん	n
番号	ばんごう	n
空	そら	n
綺麗	きれい	adj-na
裏	うら	n
近い	ちかい	adj-i
銀行	ぎんこう	n
長い	ながい	adj-i
いっぱい	いっぱい	n
もらう	もらう	v5u
センター	センター	n
不明	ふめい	adj-na
京都	きょうと	n
出会い	であい	n
参考	さんこう	n
友人	ゆうじん	n
地球	ちきゅう	n
実施	じっし	vs
必ず	かならず	adv
更新	こうしん	vs
皆	みんな	n
購入	こうにゅう	vs
重	じゅう	n
階	かい	n
馬	うま	n
どうぞ	どうぞ	adv
シーン	シーン	n
スーパー	スーパー	n
ン	ン	n
人々	ひとびと	n
卒業	そつぎょう	vs
周り	まわり	n
四	し	
国民	こくみん	n
多	た	n
大統領	だいとうりょう	n
宇宙	うちゅう	n
対策	たいさく	n
少女	しょうじょ	n
携帯	けいたい	vs
時点	じてん	n
村	むら	n
正直	しょうじき	adj-na
皆さん	みなさん	n
真	しん	n
肉	にく	n
かかる	かかる	v5r
どちら	どちら	pn
なんと	なんと	adv
コメント	コメント	vs
トップ	トップ	n
以降	いこう	n
価格	かかく	n
合わせ	あわせ	n
学	がく	n
差	さ	n
弾	だん	ctr
息子	むすこ	n
明らか	あきらか	adj-na
楽	らく	n
止め	とどめ	n
消費	しょうひ	vs
火	か	n
犯罪	はんざい	n
監督	かんとく	vs
素晴らしい	すばらしい	adj-i
経営	けいえい	vs
船	ふね	n
良	りょう	n
読み	よみ	n
負け	まけ	n
通常	つうじょう	n
障害	しょうがい	vs
電車	でんしゃ	n
食べる	たべる	v1
または	または	conj
アイドル	アイドル	n
セックス	セックス	vs
ホテル	ホテル	n
ロシア	ロシア	n
作業	さぎょう	vs
値	あたい	n
国家	こっか	n
多数	たすう	n
役	やく	n
戦い	たたかい	n
疲れ	つかれ	n
祭	まつり	n
素敵	すてき	adj-na
続ける	つづける	v1
聞く	きく	v5k
脳	のう	n
艦	かん	n
行為	こうい	n
途中	とちゅう	n
非	ひ	n
おっぱい	おっぱい	n
たぶん	たぶん	adv
ほんと	ほんと	n
スタッフ	スタッフ	n
ドイツ	ドイツ	n
仕方	しかた	n
入れる	いれる	v1
制度	せいど	n
制限	せいげん	vs
取引	とりひき	vs
国際	こくさい	n
地方	じかた	n
士	し	n
完成	かんせい	vs
少年	しょうねん	n
方向	ほうこう	n
有名	ゆうめい	adj-na
本気	ほんき	n
森	もり	n
生産	せいさん	vs
石	いし	n
自己	じこ	n
ちなみに	ちなみに	conj
よろしく	よろしく	exp
ドル	ドル	n
付き	つき	n
会議	かいぎ	vs
健康	けんこう	n
分かり	わかり	n
勝手	かって	n
北	きた	n
北海道	ほっかいどう	n
半	はん	n
器	き	n
外国	がいこく	n
大量	たいりょう	adj-na
委員	いいん	n
左	ひだり	n
平成	へいせい	n
当然	とうぜん	n
恋	こい	n
旅	たび	vs
特徴	とくちょう	n
選択	せんたく	vs
野球	やきゅう	n
雨	あめ	n
食事	しょくじ	vs
魔法	まほう	n
これら	これら	pn
どういう	どういう	
に関して	にかんして	exp
ソフト	ソフト	adj-na
人物	じんぶつ	n
反対	はんたい	vs
名古屋	なごや	n
客	きゃく	n
専用	せんよう	vs
弁護士	べんごし	n
意見	いけん	vs
成長	せいちょう	vs
指定	してい	vs
採用	さいよう	vs
機関	きかん	n
無駄	むだ	n
発	はつ	n
箱	はこ	n
若い	わかい	adj-i
製	せい	n
買い	かい	n
赤	あか	n
逮捕	たいほ	vs
郡	ぐん	n
髪	かみ	n
わたし	わたし	n
スマホ	スマホ	n
パン	パン	n
ライン	ライン	n
ロック	ロック	n
予想	よそう	vs
今後	こんご	n
伝え	つたえ	n
医療	いりょう	n
南	ナン	n
命	いのち	n
変化	へんか	vs
夫	おっと	n
新聞	しんぶん	n
特定	とくてい	n
男子	だんし	n
編集	へんしゅう	vs
聞き	きき	n
読む	よむ	v5m
賞	しょう	n
通信	つうしん	vs
都	みやこ	n
集め	あつめ	n
さすが	さすが	adv
といった	といった	conj
における	における	exp
ひとつ	ひとつ	
もらい	もらい	n
オリジナル	オリジナル	n
カップ	カップ	n
テスト	テスト	vs
ド	ド	n
五	ご	
制作	せいさく	vs
壁	かべ	n
大きい	おおきい	adj-i
妹	いも	n
席	せき	n
掲載	けいさい	n
新た	あらた	adj-na
条件	じょうけん	n
現場	げんば	n
直接	ちょくせつ	adj-na
福岡	ふくおか	n
耳	みみ	n
観光	かんこう	vs
うまく	うまく	adv
けれど	けれど	conj
クラス	クラス	n
コード	コード	n
ランキング	ランキング	n
レ	レ	n
凄い	すごい	adj-i
応援	おうえん	vs
持ち	もち	n
枠	わく	n
治療	ちりょう	vs
法律	ほうりつ	n
破壊	はかい	vs
種類	しゅるい	n
級	きゅう	n
あたり	あたり	n
いくつ	いくつ	adv
すでに	すでに	adv
それでも	それでも	conj
なさい	なさい	exp
はじめ	はじめ	n
ツアー	ツアー	n
プレイ	プレイ	vs
ホント	ほんとう	n
不安	ふあん	n
事務所	じむしょ	n
使える	つかえる	v1
動き	うごき	n
取り	とり	n
小説	しょうせつ	n
局	きょく	n
州	しゅう	n
年齢	ねんれい	n
投票	とうひょう	vs
旅行	りょこう	vs
機会	きかい	n
活躍	かつやく	n
症	しょう	adj-na
美しい	うつくしい	adj-i
趣味	しゅみ	n
隊	たい	n
離れ	はなれ	n
飲む	のむ	v5m
おかしい	おかしい	adj-i
おはよう	おはよう	int
おめでとう	おめでとう	int
コーヒー	コーヒー	n
テーマ	テーマ	n
トイレ	トイレ	n
ハイ	ハイ	adj-na
プレゼント	プレゼント	n
ユーザー	ユーザー	n
丸	まる	n
代わり	かわり	n
勝利	しょうり	vs
土	つち	n
地震	じしん	n
失礼	しつれい	vs
安定	あんてい	vs
広告	こうこく	vs
早い	はやい	adj-i
武器	ぶき	n
画面	がめん	n
社長	しゃちょう	n
秋	あき	n
秘密	ひみつ	n
胸	むね	n
装置	そうち	vs
複数	ふくすう	n
論	ろん	n
謎	なぞ	n
迎え	むかえ	n
連続	れんぞく	vs
都市	とし	n
馬鹿	ばか	n
おかげ	おかげ	n
やはり	やはり	adv
オレ	オーレ	int
サッカー	サッカー	n
例えば	たとえば	adv
処理	しょり	vs
及び	および	conj
受ける	うける	v1
常に	つねに	adv
株式会社	かぶしきがいしゃ	n
正しい	ただしい	adj-i
満足	まんぞく	vs
生徒	せいと	n
科	か	n
米国	べいこく	n
紙	かみ	n
練習	れんしゅう	vs
費	ひ	n
食	しょく	n
あげる	あげる	v1
いずれ	いずれ	adv
っぽい	っぽい	adj-i
やっぱ	やっぱ	adv
ゆっくり	ゆっくり	vs
ジョン	ジョン	n
スタート	スタート	vs
ママ	ママ	n
メッセージ	メッセージ	n
メディア	メディア	n
メーカー	メーカー	n
主張	しゅちょう	vs
会場	かいじょう	n
会話	かいわ	vs
作戦	さくせん	n
制	せい	n
同様	どうよう	n
団体	だんたい	n
定期	ていき	n
導入	どうにゅう	vs
市場	しじょう	n
弟	おと	n
杯	はい	n
様々	さまざま	adj-na
横	よこ	n
物語	ものがたり	vs
申し訳	もうしわけ	vs
瞬間	しゅんかん	n
罪	つみ	n
電子	でんし	n
電気	でんき	n
いくら	いくら	n
とにかく	とにかく	adv
コース	コース	n
ビル	ビル	n
フランス	フランス	n
ブラック	ブラック	n
公演	こうえん	vs
合	ごう	n
地元	じもと	n
報道	ほうどう	vs
変わる	かわる	v5r
天	てん	n
小さい	ちいさい	adj-i
小さな	ちいさな	
川	かわ	n
市民	しみん	n
帰り	かえり	n
感覚	かんかく	vs
指導	しどう	vs
操作	そうさ	vs
普段	ふだん	n
横浜	よこはま	n
現代	げんだい	n
禁止	きんし	vs
総	そう	n
自体	じたい	n
遊び	あそび	n
集	しゅう	n
首	くび	n
あるいは	あるいは	conj
アクセス	アクセス	vs
サイズ	サイズ	n
スタイル	スタイル	n
バンド	バンド	n
フリー	フリー	adj-na
メイン	メイン	n
体験	たいけん	vs
借り	かり	n
兄	このかみ	n
八	はち	
冬	ふゆ	n
安い	やすい	adj-i
平和	へいわ	adj-na
広島	ひろしま	n
条	じょう	n
機械	きかい	n
殺し	ころし	n
穴	あな	n
舞台	ぶたい	n
設置	せっち	vs
雰囲気	ふんいき	n
頂き	いただき	n
そこで	そこで	conj
そろそろ	そろそろ	adv
なるほど	なるほど	exp
信頼	しんらい	vs
切れ	きれ	n
募集	ぼしゅう	vs
半分	はんぶん	adv
友	とも	n
店舗	てんぽ	n
感情	かんじょう	n
批判	ひはん	vs
既に	すでに	adv
業務	ぎょうむ	n
業界	ぎょうかい	n
無し	なし	n
発言	はつげん	vs
相当	そうとう	vs
相談	そうだん	vs
維持	いじ	vs
表	おもて	n
西	せい	n
要素	ようそ	n
視聴	しちょう	vs
解説	かいせつ	vs
言える	いえる	v1
設計	せっけい	vs
試験	しけん	vs
距離	きょり	n
身体	しんたい	n
雑誌	ざっし	n
青	あお	n
こんなに	こんなに	adv
まったく	まったく	adv
オープン	オープン	vs
クラブ	クラブ	n
スター	スター	n
タイム	タイム	n
リスト	リスト	n
仕様	しよう	n
公園	こうえん	n
努力	どりょく	vs
同時に	どうじに	adv
唯一	ゆいいつ	n
基準	きじゅん	n
始める	はじめる	v1
層	そう	n
得る	える	v1
復活	ふっかつ	vs
性格	せいかく	n
提案	ていあん	vs
最新	さいしん	n
東	あずま	n
桜	さくら	n
検査	けんさ	vs
比べ	くらべ	n
沢山	たくさん	n
確実	かくじつ	adj-na
福島	ふくしま	n
終わる	おわる	v5r
編	へん	n
自ら	みずから	n
製品	せいひん	n
連れ	つれ	vs
および	および	conj
ごめんなさい	ごめんなさい	exp
どんどん	どんどん	adv
アイテム	アイテム	n
カラー	カラー	n
ガス	ガス	n
ボール	ボール	n
レース	レース	n
世代	せだい	n
以来	いらい	n
余裕	よゆう	n
停止	ていし	vs
剣	けん	n
古い	ふるい	adj-i
同士	どうし	n
太	ふと	n
家庭	かてい	n
平均	へいきん	vs
年代	ねんだい	n
強	きょう	n
後ろ	うしろ	n
指	ゆび	n
挑戦	ちょうせん	vs
文	ぶん	n
構造	こうぞう	n
権利	けんり	n
目標	もくひょう	n
知識	ちしき	n
続く	つづく	v5k
逃げ	にげ	n
雪	ゆき	n
いつか	いつか	n
さっき	さっき	n
なれる	なれる	v1
アルバム	アルバム	n
キャラクター	キャラクター	n
キー	キー	n
ファイル	ファイル	vs
ベース	ベース	n
マーク	マーク	n
ラジオ	ラジオ	n
不思議	ふしぎ	adj-na
中央	ちゅうおう	n
主人公	しゅじんこう	n
保存	ほぞん	vs
保険	ほけん	n
優勝	ゆうしょう	vs
助け	たすけ	n
周辺	しゅうへん	n
団	だん	n
土地	とち	n
字	じ	n
実験	じっけん	vs
対	たい	n
建物	たてもの	n
急	きゅう	adj-na
患者	かんじゃ	n
悪	あく	n
愛し	はし	
支配	しはい	vs
規模	きぼ	n
闇	やみ	n
魂	たましい	n
こんにちは	こんにちは	int
しばらく	しばらく	vs
そりゃ	そりゃ	adv
ただし	ただし	conj
アカウント	アカウント	n
エネルギー	エネルギー	n
チャンス	チャンス	n
ミ	ミ	n
リアル	リアル	adj-na
ルール	ルール	n
交通	こうつう	vs
他人	たにん	n
付	づけ	n
低い	ひくい	adj-i
再生	さいせい	vs
博士	はかせ	n
取得	しゅとく	vs
回復	かいふく	vs
姫	ひめ	n
子ども	こども	n
実行	じっこう	vs
引き	ひき	n
恋愛	れんあい	vs
戦闘	せんとう	vs
政策	せいさく	n
様子	ようす	n
次第	しだい	n
殺人	さつじん	n
爆発	ばくはつ	vs
界	かい	n
病気	びょうき	vs
痛い	いたい	adj-i
続き	つづき	n
総合	そうごう	vs
面倒	めんどう	n
類	るい	n
館	やかた	n
お互い	おたがい	n
きれい	きれい	adj-na
どうして	どうして	adv
にくい	にくい	adj-i
まさに	まさに	adv
もらえる	もらえる	v1
やっと	やっと	adv
ケース	ケース	n
ステージ	ステージ	n
バック	バック	n
パンツ	パンツ	n
ビジネス	ビジネス	n
プログラム	プログラム	n
リリース	リリース	vs
休み	やすみ	n
値段	ねだん	n
別に	べつに	adv
取る	とる	v5r
呼ぶ	よぶ	v5b
尻	しり	n
工事	こうじ	vs
工場	こうじょう	n
我慢	がまん	vs
段階	だんかい	n
獣	しし	n
突然	とつぜん	n
美味しい	おいしい	adj-i
血	ち	n
行い	おこない	n
起こし	おこし	n
週	しゅう	n
お話	おはなし	n
それら	それら	pn
ちょうど	ちょうど	adv
つける	つける	v1
まさか	まさか	int
イラスト	イラスト	n
シャツ	シャツ	n
ストーリー	ストーリー	n
ゼロ	ゼロ	n
ダンス	ダンス	vs
バー	バー	n
ベッド	ベッド	n
ラーメン	ラーメン	n
一体	いったい	adv
剤	ざい	n
午後	ごご	n
基地	きち	n
声優	せいゆう	n
女優	じょゆう	n
姉	あね	n
帯	おび	n
扱い	あつかい	vs
支持	しじ	vs
教授	きょうじゅ	n
料	りょう	n
昭和	しょうわ	n
本来	ほんらい	n
残り	のこり	n
注目	ちゅうもく	vs
無事	ぶじ	n
異常	いじょう	n
知る	しる	v5r
要求	ようきゅう	vs
証明	しょうめい	vs
認識	にんしき	vs
集中	しゅうちゅう	vs
魅力	みりょく	n
とともに	とともに	exp
ひどい	ひどい	adj-i
ブロック	ブロック	vs
人達	ひとたち	n
依頼	いらい	vs
兄弟	きょうだい	n
刑事	けいじ	n
園	その	n
完了	かんりょう	vs
実現	じつげん	vs
政権	せいけん	n
是非	ぜひ	adv
更に	さらに	adv
本物	ほんもの	n
案内	あんない	vs
検討	けんとう	vs
構成	こうせい	vs
死亡	しぼう	n
母親	ははおや	n
異なる	ことなる	v5r
空気	くうき	n
立場	たちば	n
納得	なっとく	vs
脚	きゃく	ctr
腕	うで	n
製造	せいぞう	vs
詐欺	さぎ	n
魚	さかな	n
すみません	すみません	exp
エッチ	エッチ	n
エンジン	エンジン	n
デビュー	デビュー	vs
ワン	ワン	
